26668,headregister,두성 성역
26669,headtone,두성조
26670,twoorthreemonths,두세
26671,iformation,두세명의 이 quarterback 바로 뒤에 I자 꼴로 서는 공격대형
26672,clypeate,두순이 있는
26673,jumpoff,두승 결정전
26674,abouttwoacouple,두어
26675,diglossia,두언어 변종 사용
26676,douaybible,두에잉 성서
26677,doorwop,두왑
26678,alliteration,두운
26679,alliterate,두운을 사용하다
26680,soymilk,두유
26681,acrophony,두음서법
26682,spoonerism,두음전환
26683,bilabial,두입술로 발음하는
26684,doubledigit,두자리의
26685,scolex,두절
26686,coronal,두정의
26687,cephalopod,두족류동물
26688,printerspie,두죽박죽된 활자
26689,pock,두창
26690,graperot,두창병
26691,doek,두크
26692,withdeepaffectionwithmorefriendlyfeelingthannormal,두텁다
26693,encephalalgia,두통
26694,headache,두통
26695,annoyance,두통거리
26696,headachy,두통을 일으키는
26697,verythickheavystout,두툼하다
26698,doukhobor,두호보르
26699,cephalization,두화
26700,subsolar,두회귀선 사이의
26701,cephalothorax,두흉부
26702,dikeembankmentlevee,둑
26703,causeway,둑길
26704,embank,둑으로 두르다
26705,berm,둑의 물매턱
26706,dockwalloper,둑의 임시 노동자
26707,bullhead,둑중개
26708,millersthumb,둑중개
26709,sculpin,둑중개 무리의 바닷고기건달
26710,insensibilityobtusity,둔감
26711,haveathickskull,둔감하다
26712,dullsensesinsensitivethickskinned,둔감한
26713,changetransformintosthelse,둔갑
26714,tochangetransform,둔갑되다
26715,hucklebone,둔골
26716,gluteus,둔근
26717,gluteal,둔근의
26718,abluntweapon,둔기
26719,height,둔덕
26720,rumpthebuttocksthefundament,둔부
26721,quip,둔사
26722,quirk,둔사
26723,fugue,둔주곡
26724,fugally,둔주곡식으로
26725,fugal,둔주곡의
26726,cornfed,둔중한
26727,heavyfooted,둔중한
26728,cloddish,둔팍한
26729,notsmartslow,둔하다
26730,dimdulllamebrainedslow,둔한
26731,obtusity,둔함
26732,deaden,둔해지다
26733,dim,둔해지다
26734,hebetation,둔화
26735,economicslowdown,둔화
26736,obtund,둔화하다
26737,twobicoupledyad,둘
26738,rollingrollingrolling,둘둘
26739,wordplay,둘러대기
26740,tomanagescrapetogetherby,둘러대다
26741,toparryanaccusationsuccessfullyglossoveronesfaults,둘러대다
26742,circumgyration,둘러댐
26743,lookaround,둘러보다
26744,circumambienceencysurrounding,둘러싸기
26745,circleencircleengirdsurround,둘러싸다
26746,tohavesthbeseigedsurrounded,둘러싸이다
26747,encompassenvironmentperiphery,둘레
26748,aroundcircum,둘레에
26749,intwos,둘로
26750,toencircleformacirclearound,둘리다
26751,dulcin,둘신
26752,twoness,둘임
26753,secondlysecundo,둘째로
26754,doomthevideogame,둠
26755,dome,둥근꼭대기
26756,abuckler,둥근방패
26757,buzzsaw,둥근톱
26758,round,둥글다
26759,rounding,둥글어지는
26760,ratatatrataplanrubadub,둥둥
26761,rataplan,둥둥치다
26762,floatinglightly,둥실
26763,nest,둥우리
26764,incubate,둥우리에 들다
26765,handbird,둥지를 나뭇가지에 매다는 새
26766,hangbird,둥지를 나뭇가지에 매다는 새
26767,jericho,뒈져라
26768,bumblebee,뒝벌
26769,backrearreverse,뒤
26770,afterwardsnextafterthat,뒤
26771,delayed,뒤 늦은
26772,omniumgatherum,뒤 섞인것
26773,surreptitious,뒤가 구린
26774,gilbertian,뒤가 닿지 않고 익살맞은
26775,backalley,뒤가구린
26776,backflip,뒤공중제비하다
26777,theassthebehindthetailcoatofsbadogstail,뒤꽁무니
26778,heelball,뒤꿈치의 아래 부분
26779,gurgitation,뒤끓음
26780,theendingpart,뒤끝
26781,toolate,뒤늦게
26782,belated,뒤늦은
26783,coatcover,뒤덮다
26784,suffusion,뒤덮음
26785,coveredinsteepedin,뒤덮이다
26786,retroversion,뒤돌아 봄
26787,tofollow,뒤따르다
26788,lagbehindstraggle,뒤떨어지다
26789,lag,뒤떨어짐
26790,totter,뒤뚝뒤뚝 걷다
26791,barge,뒤뚱뒤뚱 걷다
26792,barnyard,뒤뜰의
26793,asyndetic,뒤락의 맥락이 없는
26794,abackbackbehindafterthat,뒤로
26795,defecate,뒤를 보다
26796,incoming,뒤를 잇는
26797,successor,뒤를 잇는 사람
26798,daredevilry,뒤를 헤아리지 않음
26799,besmear,뒤바르다
26800,backroom,뒤방
26801,afterthat,뒤버터
26802,hotchpotchmishmashmotley,뒤범벅
26803,roughandreadyethhasbecomeamess,뒤범벅이된
26804,rear,뒤보러 가다
26805,stir,뒤섞다
26806,commingle,뒤섞이다
26807,duvhemmedystrophy,뒤센형 근위축증
26808,dusseldorf,뒤셀도르프
26809,tobetroubledandconfused,뒤숭숭
26810,withaconfusedunsettledfeeling,뒤숭숭하다
26811,pillion,뒤안장
26812,complicate,뒤얽히게 만들다
26813,convolute,뒤얽히다
26814,complicatedinvoluteinvolved,뒤얽힌
26815,toupsetaplan,뒤업다
26816,afoul,뒤엉키어
26817,tooversettooverturntosubvert,뒤엎다
26818,onthebacksidebehind,뒤에
26819,aftereffect,뒤에 남는 영향
26820,postposition,뒤에 둠
26821,posticous,뒤에 있는
26822,foreandaftcap,뒤에 챙이 있는 모자
26823,postsynchronize,뒤에 화상에 맞춰 녹음하다
26824,frombehindinthelaterstages,뒤에서
26825,subsequent,뒤이어일어나는
26826,rummage,뒤적거리다
26827,towritedown,뒤적다
26828,mixedness,뒤죽 박죽
26829,rabble,뒤죽 박죽된것
26830,inplainandutterconfusionhodgepodgeallinajumbletopsyturvy,뒤죽박죽
26831,poorrelation,뒤지는 사람
26832,rummagethroughsearchthroughfor,뒤지다
26833,fallbehind,뒤지다
26834,capsizeoverturnupturnorturnover,뒤집다
26835,upsetting,뒤집어 엎는
26836,totakeupononeself,뒤집어쓰다
26837,eversible,뒤집을 수 있는
26838,capsizeoversetoverturntipover,뒤집히다
26839,upsetupturned,뒤집힌
26840,thebackside,뒤쪽
26841,backstay,뒤쪽 버팀줄
26842,retroject,뒤쪽으로 던지다
26843,recurved,뒤쪽으로 휜
26844,hinforemost,뒤쪽을 전면으로 하고
26845,hinder,뒤쪽의
26846,retral,뒤쪽의
26847,dangle,뒤쫓다
26848,totossthingsaboutwhenlookingforsomethingintensely,뒤척거리다
26849,draggle,뒤쳐져서 따라가다
26850,cack,뒤축없는 소아용 구두
26851,slipshod,뒤축이 닳은 신을 신은
26852,lookingaftertakingcareof,뒤치다꺼리
26853,turnoverfromonesidetotheother,뒤치락거리다
26854,thebackofthehead,뒤통수
26855,rabbitpunch,뒤통수 치기
26856,writhe,뒤틀기
26857,snakewrithe,뒤틀다
26858,workisntgoingwellsthgoesawry,뒤틀리다
26859,awry,뒤틀리어
26860,curvatureskewnesswarp,뒤틀림
26861,lummox,뒤틈바리
26862,hamfisted,뒤틈바리의
26863,backboardbackplate,뒤판
26864,wiggler,뒤흔드는 사람
26865,wiggle,뒤흔드는 선
26866,toshakeviolently,뒤흔들다
26867,vex,뒤흔들리게 하다
26868,offstreet,뒷 골목의
26869,mizzenmast,뒷 돛대
26870,mizzen,뒷 돛대의 가로돛
26871,mizzoentop,뒷 돛대의 장루
26872,rearsight,뒷가늠자
26873,bystreet,뒷거리
26874,slum,뒷거리
26875,recoilshrinkbacktoshyawayfrom,뒷걸음질
26876,shrink,뒷걸음질 치다
26877,shrinkingly,뒷걸음질쳐서
26878,shyer,뒷걸음질치는 말
26879,totakeastepbacktorecoil,뒷걸음질치다
26880,blench,뒷걸음치다
26881,backsrairs,뒷계단
26882,backstairs,뒷계단
26883,alleybacklanebackstreetbystreet,뒷골목
26884,heeless,뒷굽이 없는
26885,alley,뒷길
26886,inlaterdays,뒷날
26887,underwing,뒷날개
26888,hindleg,뒷다리
26889,hindquarter,뒷다리 및 볼기
26890,prance,뒷다리로 뛰다
26891,rearer,뒷다리로 서는 버릇이 있는 말
26892,napeoftheneck,뒷덜미
26893,corssjack,뒷돛대 아랫단의 큰 가로돛
26894,wheelhorse,뒷말
26895,aftertaste,뒷맛
26896,chignon,뒷머리에 땋아 붙인 쪽
26897,kissmequick,뒷머리에 쓰는 테 없는 모자
26898,backpage,뒷면의
26899,overside,뒷면의
26900,reiteration,뒷면인쇄
26901,thefeaturesofthebackside,뒷모습
26902,backdoor,뒷문
26903,postern,뒷문
26904,hipbath,뒷물
26905,rearwheeldrive,뒷바퀴 굴림
26906,tosupport,뒷받쳐주다
26907,backup,뒷받침
26908,kickstand,뒷받침 살
26909,corroborative,뒷받침하는
26910,undergird,뒷받침하다
26911,rampancy,뒷발로 일어서기
26912,rampant,뒷발로 일어선
26913,hallux,뒷발의 엄지발가락
26914,pastern,뒷발톱과 발굽과의 사이
26915,invisiblesupportfrombehind,뒷배
26916,breech,뒷부분
26917,amountainorhillinthebackofoneshouseortown,뒷산
26918,latterwit,뒷생각
26919,backseat,뒷자리
26920,thesecondpage,뒷전
26921,thebackofthepage,뒷전
26922,hippocket,뒷주머니
26923,hippoket,뒷주머니
26924,pitching,뒷질
26925,pitch,뒷질하다
26926,plunge,뒷질하다
26927,puttingthehandsbehindtheback,뒷짐
26928,rollthrashtossabouttumblefromsidetoside,뒹굴다
26929,welter,뒹굶
26930,dunkirkspirit,뒹케르크 정신
26931,dugongaseacowaseapig,듀공
26932,dewline,듀라인
26933,dewberry,듀베리
26934,drvetyn,듀베틴
26935,vantageout,듀스 후에 리시브측에서 얻은 1점
26936,vantagein,듀스 후에 서브측에서 얻은 1점
26937,dualin,듀얼린
26938,deucalion,듀칼리온
26939,degaulle,드골
26940,gaullism,드골주의
26941,degaullist,드골파의 사람
26942,togoinandoutalottofrequentsomewhere,드나들다
26943,dnieper,드네프르 강
26944,behighlofty,드높다
26945,finally,드디어
26946,asoapoperainkonglish,드라마
26947,dramamine,드라마민
26948,dravidian,드라비다 말
26949,dryarea,드라이 에어리어
26950,letterset,드라이 오프셋
26951,screwdriver,드라이버
26952,turnscrew,드라이버
26953,takingadriveajoyride,드라이브
26954,drivein,드라이브인
26955,dryicefrozencarbondioxide,드라이아이스
26956,blowdry,드라이어로 매만지다
26957,blowwave,드라이어와 브러시로 매만지다
26958,drycleaner,드라이클리닝 업자
26959,dryclean,드라이클리닝하다
26960,draconian,드라콘식의
26961,dracula,드라큘라
26962,dragbunt,드래그 번트
26963,dragline,드래그라인
26964,dragster,드래그레이스 참가자
26965,dram,드램
26966,drugstorecowboy,드러그스토어에서나 어정거리는 건달
26967,stickoutbenoticeable,드러나다
26968,barely,드러내놓고
26969,rawly,드러내놓고
26970,revealdisclose,드러내다
26971,decumbency,드러누움
26972,thesoundofloudsnoring,드러렁
26973,drumroll,드럼 트레몰로
26974,dress,드레스
26975,acouturedressmaker,드레스 메이커
26976,dresden,드레스덴
26977,dresdenporcelain,드레스덴 도자기
26978,dressing,드레싱
26979,drake,드레이크
26980,drapesuit,드레이프 수트
26981,drawplay,드로 플레이
26982,drogher,드로거
26983,drogue,드로그
26984,drawers,드로어즈
26985,pants,드로즈
26986,drawcansir,드로캔서
26987,drawngame,드론게임
26988,dropgoal,드롭골
26989,dropout,드롭아웃
26990,drophammer,드롭해머
26991,druidism,드루이드교
26992,druse,드루즈파
26993,torendertoofferuptotender,드리다
26994,leaveonesname,드리우다
26995,givetoconferbestow,드리우다
26996,hangdownsuspend,드리우다
26997,ponytail,드리운 머리
26998,tobeimpendingtoextenddownwards,드리워지다
26999,drycleaning,드리이클리닝
27000,englishadrill,드릴
27001,adrillingrig,드릴링 리그장치
27002,adrillingmachine,드릴링 머신
27003,tab,드림
27004,lambrequin,드림 천
27005,dripcoffee,드립 커피
27006,dripgrind,드립 커피용으로 간 고운 커피
27007,drippainting,드립 페인팅
27008,maccginetta,드립식 커피 포트
27009,dripolator,드립식커피 끊이개
27010,drinkerrespirator,드링커 호흡 보호기
27011,rarescarceuncommon,드문
27012,sprinklingscatterguneffectsprinkle,드문드문
27013,rarelyinfrequent,드문드문하다
27014,toberareinfrequentunusual,드물다
27015,infrequence,드묾
27016,infrequency,드묾
27017,dvorak,드보르작
27018,grapplinghavingascufflegettinginafight,드잡이
27019,dequincey,드퀸시
27020,givingbirthtoaboy,득남
27021,nirvana,득도
27022,profitandloss,득실
27023,acrawlaswarm,득실거려
27024,toberiddenwithteemingwith,득실거리다
27025,pride,득의
27026,glory,득의 양양함
27027,thescoreyourtestscorethescoringpointstallyingforarace,득점
27028,targtcard,득점 기록 카드
27029,scorebook,득점 기입장
27030,scoresheet,득점 기입표
27031,firepower,득점 행위
27032,jeton,득점계산용 산가지
27033,goalarerage,득점률
27034,runless,득점없는
27035,scoreboard,득점판
27036,tocompilethescorestoscore,득점하다
27037,impolitic,득책이 못되는
27038,plurality,득표차
27039,strongstubborn,든든하다
27040,secureconfidentreassuring,든든하다
27041,substantially,든든히
27042,itmeansthatwhateveritisitistakenindiscriminately,든지
27043,distill,듣게 하다
27044,coldnews,듣고 싶지 않은 소식
27045,listenable,듣기 쉬운
27046,jingly,듣기 좋게 울리는
27047,euphonious,듣기 좋은
27048,music,듣기 좋은 소리
27049,euphony,듣기좋은음조
27050,audient,듣는 사람
27051,hearer,듣는 사람
27052,listentosthhearsth,듣다
27053,disobey,듣지 않다
27054,afieldplainsanopening,들
27055,andsoonandsoforthetcaetera,들
27056,fieldwards,들 쪽에
27057,dingo,들개
27058,yellowdog,들개
27059,dogcatcher,들개 포획인
27060,stretcher,들것
27061,barrow,들것식의 하물 운반대
27062,stretcherbearer,들것을 메는 사람
27063,cost,들게하다
27064,takeitwithyou,들고 다닐 수 있는
27065,portative,들고나닐 수 있는
27066,portable,들고다닐 수 있는
27067,gingili,들기름
27068,theperillaplant,들깨
27069,seething,들끓는
27070,acrawl,들끓어
27071,totakeintobringinside,들다
27072,toholdcarry,들다
27073,meanscontinuingthemainverbsactiontoentergointotoholdtocarry,들다
27074,restless,들떠 있는
27075,frolic,들떠떠듦
27076,daft,들떠서 떠들어대는
27077,randan,들떠서 떠듦
27078,waltz,들떠서 춤추다
27079,toeffervescebehappyandcarefreegiddytobeallexcited,들뜨다
27080,happyandgiddyflippant,들뜬
27081,jolliness,들뜸
27082,delacroix,들라크루아
27083,tobefrequentlygoingandcoming,들락거리다
27084,leavingandcominggoinginandout,들락날락
27085,adherestick,들러붙다
27086,toechosound,들려오다
27087,toplayasongforsomebody,들려주다
27088,afield,들로
27089,tocallupontostopinandvisit,들르다
27090,audible,들리는
27091,earshot,들리는 거리
27092,tobeaudibletobehearable,들리다
27093,tobeheavedtobeliftedraisedup,들리다
27094,tobepossessedhauntedby,들리다
27095,audibly,들리도록
27096,drown,들리지 않게하다
27097,unheard,들리지 않는
27098,inaudible,들리지 않은
27099,inaudibility,들리지 않음
27100,sonority,들림
27101,shopclosingtime,들마
27102,toshakeandmoveupanddown,들먹거리다
27103,tingly,들먹들먹하는
27104,agog,들먹들먹하여
27105,toberestless,들먹이다
27106,acrossbeamgirder,들보
27107,torsel,들보받이
27108,topisspeopleoffwithyournitpicking,들복다
27109,ornithoscopy,들새 관찰
27110,birder,들새 관찰자
27111,birwatcher,들새 관찰자
27112,fowler,들새 사냥꾼
27113,fowling,들새 포획
27114,birdwatch,들새의 생태를 관찰하다
27115,aurochs,들소
27116,bison,들소
27117,bail,들손
27118,flutteringly,들썩들썩
27119,agitate,들썩이다
27120,tobeslightlyturnedfacingup,들썽하다
27121,inapplicable,들어 맞지 않는
27122,cloister,들어 박히다
27123,hear,들어 알다
27124,heavehoistraiseupheave,들어 올리다
27125,getcontainedinsideholdinvaginatetogetintobathpoolwatertomoveintoanotherstageofaprocess,들어가다
27126,admittable,들어갈 자격이 있는
27127,lookit,들어라
27128,tofitwellwithperfectlywith,들어맞다
27129,closet,들어박혀 있다
27130,tolistenorhear,들어보다
27131,toenterstepinto,들어서다
27132,bulkhead,들어서여는문
27133,tocomeintotogointoaroomplace,들어오다
27134,tomeettheeyetocomeintoview,들어오다
27135,uplifter,들어올리는 사람
27136,liftuprearupraiseup,들어올리다
27137,incomingingoing,들어옴
27138,indention,들어짬
27139,fittedinlikesardines,들어찬
27140,bringcarrytakeathingintoaroom,들여가다
27141,togetdeliveredtopurchase,들여놓다
27142,peephole,들여다 보는 구멍
27143,gazehardattoscrutinize,들여다보다
27144,tobetransparent,들여다보이다
27145,intromit,들여보내다
27146,tointroduceintotoimport,들여오다
27147,retail,들은 말을 옮기다
27148,unheardof,들은 적이 없는
27149,audienceauditionauscultation,들음
27150,inlet,들이는물
27151,adhibit,들이다
27152,expend,들이다
27153,tomakeasuddenunexpectedvisittocollidewitheachothertofight,들이닥치다
27154,impendenceimpendency,들이닥침
27155,tobringforwardtoputoutthere,들이대다
27156,inspiratory,들이마시는
27157,inspiration,들이마시는 숨
27158,breatheinintake,들이마시다
27159,indrawn,들이마신내성적인
27160,togohardatit,들이밀다
27161,topushhard,들이밀다
27162,stiffarm,들이받음
27163,inhaleinspire,들이쉬다
27164,swipe,들이켜기
27165,toquicklybreatheinaliquidorairratherquickly,들이켜다
27166,abrierbriar,들장미
27167,medowlark,들종다리류
27168,meadowlark,들종다리찌르레기과
27169,afieldmouseaharvestmouse,들쥐
27170,vole,들쥐류
27171,heathberry,들쭉나무
27172,inandout,들쭉날쭉의
27173,asnubnoseanupturnedpignose,들창코
27174,toransackbringoutexpose,들추다
27175,shoplifter,들치기
27176,grabonesideof,들치다
27177,becaughtdiscovered,들키다
27178,undetected,들키지 않은
27179,pail,들통
27180,pipkin,들통
27181,camperstral,들판의
27182,givingalotgivingfreelyfilledtothebrim,듬뿍
27183,veryrare,듬성듬성
27184,advancedinage,듬직하다
27185,tobelikesomething,듯
27186,tobelikesomethingiguess,듯싶다
27187,thebackthebackofthehand,등
27188,etcaeteraifrepeatedtwice,등
27189,alight,등
27190,is,등 동 동질 이성체의 뜻(모음 앞에서는 isochronism등시성
27191,grandlodge,등 비밀 결사의 총본부
27192,equivalenceofpriceparityofworth,등가
27193,thepriceofanoptionandthepriceoftheunderlyingsecurityarethesame,등가격
27194,anglesofthesamedegree,등각
27195,isopod,등각류의
27196,wavetrain,등간격 연속파
27197,backplate,등갑
27198,isohyet,등강수량선
27199,equidistance,등거리
27200,equidistantdiplomacy,등거리 외교
27201,bunk,등걸잠자다
27202,isolinal,등경사의 등사습곡의
27203,isometry,등고
27204,contourinterval,등고간격
27205,contourline,등고선
27206,contourfarming,등고선 농경
27207,contourmap,등고선 지도
27208,contourplowing,등고선식 경작
27209,stapes,등골
27210,boneset,등골나무의일종
27211,haircurling,등골이 오싹하는
27212,isophote,등광도선
27213,attendinggoingtoschool,등교
27214,enhancement,등귀
27215,climbrise,등귀하다
27216,backscratcher,등긁이
27217,scratchback,등긁이
27218,disrate,등금을 낮추다
27219,classrankratingscale,등급
27220,gradation,등급 매기기
27221,nongraded,등급 없는
27222,rate,등급등
27223,ranking,등급매김
27224,rater,등급에 속하는 것
27225,grader,등급을 매기는 사람
27226,graduate,등급을 매기다
27227,ungraded,등급이 매겨져 있지 않은
27228,recordregistrationregistry,등기
27229,recordeddelivery,등기 배달
27230,registeredmail,등기 우편
27231,unregisteredmail,등기 우편이 아닌
27232,registrationstamp,등기 우표
27233,registrar,등기공무원
27234,registrable,등기로 부칠수 있는
27235,registered,등기의
27236,rattan,등나무
27237,wisteria,등나무
27238,canework,등나무 세공
27239,canebrake,등나무 숲
27240,pergola,등나무 시렁
27241,malaccacane,등나무 지팡이
27242,cany,등나무가 많은
27243,splat,등널
27244,wingchair,등널의 위쪽 좌우가 날개 모양으로 내민 안락의자
27245,beaconlighthousetobereadyandwaiting,등대
27246,backsaw,등대기톱
27247,floatinglight,등대선
27248,alighthousekeeper,등대지기
27249,euphorbia,등대풀
27250,carapaceshell,등딱지
27251,backband,등띠
27252,isodynamicical,등력의
27253,enrollmentregistration,등록
27254,registertonnage,등록 톤수
27255,inscription,등록공채
27256,unrecordedunregistered,등록되지 않은
27257,servicemark,등록번호
27258,aregisteraroster,등록부
27259,deregister,등록을 취소하다
27260,arecorderaregistrant,등록자
27261,registrationbook,등록증
27262,enrollinscriberecord,등록하다
27263,darklantern,등롱
27264,spinalcolumn,등마루
27265,aclimber,등반가
27266,toclimb,등반하다
27267,abacksupportabackrest,등받이
27268,tipupseat,등받이를 세웠다 접었다하는 의자
27269,ladderback,등받이에 사다리꼴 가로대를 댄
27270,backrest,등받침
27271,backlining,등받침 붙이기
27272,isotropy,등방성
27273,isotropic,등방성의
27274,equimultiple,등배량
27275,equilateral,등변의
27276,isoclinicline,등복각선
27277,copyduplicatetranscript,등본
27278,dorsum,등부분
27279,gasbuoy,등부표
27280,halve,등분하다
27281,halfandhalf,등분하여
27282,candlelamplight,등불
27283,backing,등붙이기
27284,geometricalproprortion,등비 비례
27285,geometricmean,등비 증항
27286,backbonespinevertebra,등뼈
27287,copying,등사
27288,loxodromic,등사 곡선의
27289,stencil,등사 원지
27290,manifolder,등사기
27291,isocline,등사습곡
27292,transcriber,등사자
27293,mimeograph,등사판
27294,mimeo,등사판 인쇄물
27295,presscopy,등사판 인쇄물
27296,alpinismascentclimbingmountaineering,등산
27297,alpinistclimbermountaineer,등산가
27298,alpenstock,등산지팡이
27299,mountaineer,등산하다
27300,backmuscles,등살
27301,isochromatic,등색의
27302,isodose,등선량의
27303,dengxiaoping,등소평
27304,dengist,등소평 지지자
27305,havingthesameattributes,등속성
27306,isochronism,등시성
27307,isochronous,등시성의
27308,niggling,등시원스럽지 않은
27309,isochronal,등시의
27310,equalityequivalence,등식
27311,afeebajackstrawafoolandajackass,등신
27312,lifesize,등신
27313,fulllengthlifesize,등신대
27314,fulllength,등신대로
27315,chine,등심
27316,filet,등심살
27317,fillet,등심살
27318,acontourlineanisobath,등심선
27319,wicking,등심지의 재료
27320,isobarlineofequalpressure,등압선
27321,isopiestic,등압의
27322,curvet,등약등약하다
27323,isogloss,등어선
27324,agadflyhorsefly,등에
27325,isentropic,등엔트로피의
27326,isotherm,등온선
27327,isothermal,등온선
27328,alsoran,등외말
27329,unplaced,등외의
27330,rainchart,등우선도
27331,coordinateconjunction,등위 접속사
27332,coordinative,등위의
27333,coordinateclause,등위절
27334,chinesewoodoilcoaloilkeroseneparaffinoil,등유
27335,richmond,등으로 이루어짐
27336,ity,등을 나타냄
27337,swayback,등을 다친
27338,backed,등을 댄
27339,dosados,등을 맞대고
27340,oppositely,등을 맞대고
27341,knifeboard,등을 맞대고 앉는 좌석
27342,backtoback,등을 맞대고선
27343,isotonic,등음의
27344,isacoustic,등음향
27345,canechair,등의자
27346,razorbacked,등이 날카로운
27347,flatback,등이 네모진 제본
27348,fiddleback,등이 바이올린 모양의 의자
27349,redbacked,등이 붉은
27350,backless,등이 없는
27351,ridgy,등이 있는
27352,stirrups,등자
27353,stirrup,등자 줄
27354,isodynamicline,등자력선
27355,alampoilcontainer,등잔
27356,appearanceentranceonthescreenontheactingstage,등장
27357,ofthesameosmoticpressure,등장
27358,anappearingactororactressdramatispersonae,등장인물
27359,equalarea,등적의
27360,equipotential,등전위
27361,havingsucceededorpassedatestinthepast,등제
27362,cotidal,등조의
27363,andsuchplaces,등지
27364,dorsalfin,등지느러미
27365,toleanonesbackagainststh,등지다
27366,therelationshipgoessouthsour,등지다
27367,isoseismal,등진선의
27368,coseismal,등진파권상의
27369,arithmeticseries,등차급수
27370,arithmeticprogression,등차수열
27371,carbuncle,등창
27372,furuncle,등창
27373,carbuncular,등창에 걸린
27374,isometricexercise,등척운동
27375,tesseral,등축 정계의
27376,anisometric,등축이 아닌
27377,equipollence,등치
27378,isopleth,등치선
27379,removed,등친의
27380,isogonic,등편각선
27381,chimney,등피
27382,lampchimney,등피
27383,closeplacesaredarknobodypaysattentiontowhatisnearthem,등하불명
27384,negligence,등한
27385,isocheim,등한선
27386,inattentivenegligentomissivenotinterested,등한하다
27387,alamporcandle,등화
27388,falliscoldandagoodtimetosnuggleupbyalighttoread,등화가친
27389,usinglightstowarnofanenemyattack,등화관제
27390,afreqpowerequalizer,등화기
27391,nerolioillanternoil,등화유
27392,di,디
27393,digamma,디감마
27394,digitalis,디기탈리스
27395,foxglove,디기탈리스
27396,dinar,디나르
27397,dinitrobenzene,디니트로벤젠
27398,titus,디도서
27399,steptreadon,디디다
27400,didymium,디디뮴
27401,afootboardaplankboardforsteppingonatreadboard,디딤널
27402,stave,디딤대
27403,steppingstone,디딤돌
27404,nosing,디딤판 코
27405,dirham,디램
27406,detectorcar,디렉터차
27407,demy,디마이판
27408,dimethylnitrosamine,디메틸니트로사민
27409,timothy,디모데
27410,debugging,디버깅
27411,debrett,디브렛
27412,dis,디스의
27413,disinflation,디스인플레이션
27414,discojockey,디스코 자키
27415,agogo,디스코텍
27416,discbrake,디스크 브레이크
27417,diskjodkey,디스크 장치
27418,vitaphone,디스크식 발성 영화기
27419,ondisk,디스크에 기록되어있는
27420,diskpack,디스크팩
27421,distemper,디스템퍼
27422,distoma,디스토마
27423,flukicide,디스토마 구충제
27424,dysprosium,디스프로슘
27425,displayartist,디스플레이 광고 제작자
27426,displaykey,디스플레이 키
27427,diastase,디아스타제
27428,diazodye,디아조 염료
27429,dias,디어스
27430,dienbienphudienbienphu,디엔비엔푸
27431,dieldrin,디엘드린
27432,diogenes,디오게네스
27433,dionysia,디오니소스제
27434,diorama,디오라마
27435,dioramic,디오라마의
27436,dior,디오르
27437,diomede,디오메데스
27438,dioscuri,디오스쿠리
27439,diophantineequation,디오판투스 방정식
27440,deoxyribonucleicacid,디옥시리보 핵산
27441,dna,디옥시리보 핵산
27442,deoxyribonuclease,디옥시리보뉴클레아제
27443,deozyribose,디옥시리보스
27444,diopter,디옵터
27445,styler,디자이너
27446,design,디자인
27447,afters,디저트
27448,dessert,디저트
27449,dessertspoonful,디저트 스푼 하나의 분량
27450,dessertspoon,디저트스푼
27451,dieselelectric,디젤 발전기의
27452,dieselengine,디젤 엔진
27453,dieseling,디젤링스위치를 꺼도 엔진내의 과열점에 의해 자기 점화하여 회전을 계속하는 일
27454,oilburner,디젤선
27455,dieseloil,디젤유
27456,diesohol,디젤유와 알코올의 혼합물
27457,diesel,디젤차
27458,disneyesque,디즈니 만화같은
27459,epcotcenter,디즈니 미래도시
27460,disneyland,디즈니랜드
27461,disraeli,디즈레일리
27462,dismalswamp,디즈멀 디습지
27463,digitalrecording,디지털 녹음
27464,digitalclock,디지털 시계
27465,digitizer,디지털장치
27466,digitalize,디지털화하다
27467,decoding,디코딩
27468,dicoumarin,디쿠마롤
27469,dicumarol,디큐마롤
27470,declarer,디클레어러
27471,dichlorophenlxyaceticacid,디클로로페녹시아세트산
27472,dickinson,디킨슨
27473,dickens,디킨즈
27474,diphtheria,디프테리아
27475,diphtheritic,디프테리아성의
27476,deflationary,디플레이션의
27477,dicktest,딕 테스트
27478,dictaphone,딕터폰
27479,dictograph,딕토그래프
27480,towalkusethefeet,딛다
27481,englishdilemma,딜레마
27482,delaymachine,딜레이 머신음성 신호를 임의로 지연시켜 재생하는 장치
27483,delaneyamendment,딜레이니 수정
27484,dilettante,딜레탕트풍의
27485,dillonsrule,딜론의 원칙
27486,deme,딤
27487,dit,딧
27488,clipclop,따가닥따가닥
27489,clippetyclop,따가닥따가닥
27490,barnacle,따개비
27491,box,따귀
27492,prickle,따금따금 쑤시게 하다
27493,tobewarm,따끈하다
27494,ahotstickyfeeling,따끔
27495,togiveahotburningsensation,따끔거리다
27496,unstitch,따내다
27497,cullnippickpull,따다
27498,tohatedespise,따돌리다
27499,toleaveapersonoutinthecold,따돌리다
27500,ostracizationbeingostracized,따돌림
27501,warmly,따뜻하게따뜻하게 옷을 입고
27502,warmth,따뜻함
27503,ambsace,따라 지탱
27504,course,따라 흐르다
27505,outpace,따라가 앞서다
27506,chaperonage,따라가기
27507,tofollowsbaround,따라가다
27508,accordinglyconsequentlythus,따라서
27509,todieinlinetobethenexttodie,따라죽다
